Actual word in English,Actual word in Hindi,Predicted word in Hindi
sadaqen,सडक़ें,सदाकें
aisa,एेसा,आईसा
jyotishyshastron,ज्योतिष्यशास्त्रों,ज्योतिश्यास्ष्ट्रो
pythagoras,पाइथागोरस,पायथागोरा
engelin,एंजेलिन,एंजेलिन
kapolkalpana,कपोलकल्पना,कपोलकालमान
dropadiyon,द्रोपदियों,द्रोपादियो
rozlyn,रोजलिन,रोजलीन
sriram,श्रीराम,श्रीराम
gopaalak,गोपालक,गोपालक
bangbandhu,बंगबंधु,बंगबंधु
mistriyan,मिस्त्रियां,मिस्त्रियां
usay,उसेे,उसय]
mercado,मर्काडो,मरकडो]#
maisore,मैसोर,मैसोर
offshor,ऑफशोर,ओफ्शर
kapurthala,कपूरथला,कपूर्थल
sahovaliya,साहोवालिया,सहोवलिया]#
maladahiya,मलदहिया,मलादाहि
hymen,हाइमन,हाइमे
indaurnagar,इंदौरनगर,इंडानरगर
visheshagyataon,विशेषज्ञताओं,विशेषाज्ञाता
usaki,उसकी,उसकी
caplin,कैपलिन,कैप्लि
mahapran,महाप्राण,महाप्रण]
rupesh,रुपेश,रूपेश
reno,रिनो,रेनो
sudeepton,सुदीप्तों,सुडीप्तों
swamy,स्वामी,स्वामी
amara,अमारा,अमारा
vyavasthaamoolak,व्यवस्थामूलक,व्यवस्थामोलू
sensing,सेंसिंग,सेंसिंग
tyler,टाइलर,टाइलर
sangareddi,संगारेड्डी,संगरेड़ी]#
pehno,पहनो,पहनो
mardani,मरदानी,मार्डन
bamleshwaree,बम्लेश्वरी,बामलेश्वरी
deewani,दिवानी,दीवानी
fincorp,फिनकॉर्प,फिनकॉर्प
navaa,नवा,नवा
shimat,शिमट,शिमत
sohawal,सोहावल,सोहवल]
banaam,बनाम,बनाम
prawrutriyon,प्रवृत्रियों,प्रवर्त्रियो
xiong,शियोंग,किओंग]
varsted,वर्स्टेड,वार्स्ट]
raajon,राजों,राजों
cheekhana,चीखना,चीखना
naimul,नैमुल,नाइमु
badhotri,बढ़ोतरी,बढोत्री
antony,एंटोनी,एंटोनी
chhanyasa,छांयसा,छन्यास
nirdeshikaa,निर्देशिका,निर्देशिका
niptaaraa,निपटारा,निपतारा
judne,जुडने,जुडने
sujhati,सुझाती,सुझाती
pathalogist,पैथेलॉजिस्ट,पथलोगिस्त]#
tide,टाइड,टाइड
shrungar,शृंगार,श्रुंग
braandes,ब्रान्डेस,ब्रांड]##
parmeshvarpur,परमेश्वरपुर,परमेश्वरपुर
jedateeisaaft,जेडटीईसाफ्ट,जेडाटीसैफ्ट
uddhaatan,उद्धाटन,उद्धातन
stan,स्टैन,स्तान
aadivaadiyon,आदिवादियों,आदिवादियों
julaahon,जुलाहों,जुलाहों
maharaja,महाराजा,महराजा]
gatishilata,गतिशीलता,गतिशिलता
shipra,शिप्रा,शिप्र]
tribunal,ट्रिब्युनल,त्रिबुनल]#
khyber,ख़ैबर,खाइबर
wanvibhag,वनविभाग,वानविभा
ghataatop,घटाटोप,घटातोप
dharmagranthon,धर्मग्रंथों,धर्मग्रंथों
prawrittiyon,प्रवृत्तीयों,प्रवृत्तियों
gaanth,गांठ,गांथ
mysore,मैसोर,माइसो
sehgal,सहगल,सेहग
namkin,नमकीन,नमकिन
vaidh,वैध्,वैध]
vanaspatiyaan,वनस्पतियाँ,वनस्पतियां
jiangkou,जियांगकोऊ,जिआंगकोउ]
pakhandi,पाखंडी,पखनड़ी
protekts,प्रोटेक्ट्स,प्रोटेक्ट्स
elbaino,एल्बाइनो,एलबैनो]#
linden,लिंडेन,लिंडन]
sohaval,सोहावल,सोहवल]
bhurbhura,भुरभुरा,भुरभुरा
gastrology,गैस्ट्रोलॉजी,गेस्ट्रोलॉजी
widroop,विद्रूप,विधरूप]
sajsajja,साजसज्जा,सज्जसज]#
raatrichar,रात्रिचर,रातृचार]
rojana,रोजना,रोजना
jalbhrav,जलभराव,जलभवर]
montgomery,मोंटगोमरी,मांटगोमरी
sev,सेव,सेव
bhrastrachariyon,भ्रष्ट्राचारियों,भ्रस्तर्चारियों]
dwn,डीडब्ल्यूएन,डीएवएनएन]##
streshan,स्ट्रेशन,स्त्रेषण
ganthe,गांठे,गंथे]
gehlot,गहलोत,गहलोट
chhateni,छतेनी,छतेनी
vishwasniiya,विश्वसनीय,विश्वासिन
jivaniyan,जीवनियां,जीवनियां
dastaanen,दस्तानें,दस्तानें
dhona,धोना,धोना
kharuwaar,खरुवार,खारुवा
suriname,सूरीनाम,सुरीनाम
mangalsinh,मंगलसिंह,मंगलसिंह
anyonyashritta,अन्योन्याश्रितता,अन्योयनश्रित्ता]
ninties,नाइनटीज,निटिस]#
paancholaas,पांचोलास,पांचोलास
reson,रेसों,रेसॉन
vaataanukooliton,वातानुकूलितों,वाताओनुकुलोंट
chatushkoniya,चतुष्कोणीय,चतुष्कोनिय
aamdi,आमदी,आमदी
dushtaapurvak,दुष्टतापूर्वक,दुष्टावपूर्व]
bechate,बेचते,बेचते
chuka,चौका,चुका
mizoram,मिज़ोरम,मिजोराम
torrance,टोरेंस,टोरांस
anuchit,अनुचित,अनुचित
avarodhak,अवरोधक,अवरोधक
ross,रॉस,रोस
achyut,अच्युत,अच्युत
oodhami,ऊधामी,ऊधमी]
haraval,हरावल,हरवल]
gould,गोल्ड,गाउल्
daaw,दाव,डा]
srijanvigyanee,सृजनविज्ञानी,श्रीजन्विज्ञ
nextgen,नेक्स्टजेन,नेक्सगेन]#
rukavaton,रूकावटों,रुकावतों
bhavanaon,भावनाओं,भवानाओं
dehdhaari,देहधारी,देहधारी
parikhaen,परीक्षाएं,परिखें]##
utaney,उतने,उतने
sanskrition,संस्कृतिओं,संस्कृतों]
prospex,प्रॉस्पेक्स,प्रोसपेक्स]
naeedilli,नईदिल्ली,नीदिली]#
saayn,सायं,सायन
geneva,जिनीवा,गेनेवा
rasad,रसद,रसा
baramula,बारामुला,बारामुला
vandemataram,वन्देमातरम्,वंदेमात्रम]
safari,सफारी,सफरी]
chamba,चम्बा,चम्बा
sawal,सवाल,सवाल
bannari,बन्नारी,बन्नारी
fatehpur,फ़तेहपुर,फतेहपुर]
pehnate,पहनता,पहनते
spray,स्प्रे,स्प्रे
normal,नॉर्मल,नॉरमल]
allout,ऑलआउट,अलाउट
manassas,मनासस,मनसस]
mantriyonke,मंत्रियोंके,मंत्रियोंके
karyakaryakartaon,कार्यकार्यकर्ताओं,कार्यकर्यापरकान]#
phaadanhe,फाडऩे,फाड़ाह
greg,ग्रेग,ग्रेग
baitool,बैतूल,बैटूल
kushan,कुषाण,कुशान
subbanee,सुब्बनी,सुब्बान
infibeam,इन्फिबीम,इंफिबाइम
khatakhataakar,खटखटाकर,खटखकात्
chachaji,चाचाजी,चचाजी]
chandrabali,चंद्रबली,चंद्राबा
baripada,बारिपदा,बरीपाड़
roohelkhand,रूहेलखंड,रूहेलखंड
ghairakaanoonee,ग़ैरकानूनी,घैरकानूनी]
aarekhah,आरेखः,आरेखः
pramukhkarmiyon,प्रमुखकर्मियों,प्रामुक्रमारिय
lee,ली,ली
thiyeters,थियेटर्स,थाइटर्स]
assam,असम,अस्
faanon,फानों,फानों
jyada,ज़्यादा,ज्याडा]
theateron,थियेटरों,थेटरों]#
safaikarmi,सफाईकर्मी,सफाईकार्म
bieseses,बीएसएसएस,बाइसस]##
cronfrensing,क्रान्फ्रेंसिंग,क्रॉनफ्रेंसिंग]
jeevraaj,जीवराज,जीवराज
thirake,थिरके,तिरके
shaksubahey,शकसुबहे,शक्सुबा
paratrooper,पैराट्रूपर,पैराटरपर]#
dabhara,डभरा,दभरा
usi,उसी,यूए
nihsandeh,निःसंदेह,निहसंदेह
mahanatam,महानतम,महनतम]
banthia,बांठिया,बंथिया]
anam,अनम,एना
kashmir,कश्मीर,कश्मीर
baavadee,बावडी,बावड़
bhutto,भुट्टो,भूत्तो
maarake,मारके,मारके
kaaryayojna,कार्ययोजना,कार्ययोजना
francisko,फ्रांसिस्को,फ्रांसिकोस]
adani,अदाणी,अदानी
dhuriyaa,धुरिया,धुरिया
mhavidya,महाविद्या,महविद्य]#
megapixel,मेगापिक्सल,मेगापिक्ले
cryptocurrencyon,क्रिप्टोकरेंसियों,क्रिप्टोक्रोरिंसन
muth,मूठ,मुथ
authoritee,ऑथोरिटी,ऑथोरिटी
aparivartanshil,अपरिवर्तनशील,अपरिवर्तशानी
pradhanmantriki,प्रधानमंत्रीकी,प्रधानमंत्रीकी
aagaashe,आगाशे,आगाशे
navjaagaran,नवजागरण,नवजागरण
attraa,अट्टरा,अत्रा]
ubala,उबाला,उबाला
amanati,अमानती,अमनती]
khammam,खम्मम,खम्मम
haaranaa,हारना,हारना
bhavabhivyaktiyon,भावाभिव्यक्तियों,भवभिव्यक्तियों]#
pushkar,पुष्कर,पुष्कर
shaantiyon,शांतियों,शांतियों
nerolac,नेरोलेक,नेरोलैक
chauka,चौका,चौका
siddhalingaa,सिद्दालिंगा,सिद्धलिंगा]
bharatnatyam,भरतनाट्यम्,भरत्नत्यम्
javabah,जवाबः,जवबह]
dushwariyon,दुश्वारियों,दुश्वरियों]
manchiy,मंचीय,मांची
jiyo,जीयो,जियो
sapramaan,सप्रमाण,सप्रमण]
sim,सीम,सिम
peeechdablyooseees,पीएचडब्ल्यूसीएस,पीकडब्लिसीयों]#
bahav,बहाव,बहव]
tik,टिक,टीक
agavai,अगवाई,अगवाई
higman,हाइमन,हिगमा
qiwi,क्यूआईडब्ल्यूआई,किवी]##########
agyat,अज्ञात,अज्ञत]
agende,एजेंडे,अजेंडे
lynchburg,लिंचबर्ग,लिंचबर्ग
maangeena,मांगीना,माँगेना
khatakhataaegee,खटखटाएगी,खटाखातीग
jodhikaa,जोधिका,जोधिका
srujanvigyaani,सृजनविज्ञानी,श्रज्ञानविजी
detasan,डेटसन,देतास
badalwa,बदलवा,बदलवा
urf,उर्फ,यूआर
chhaapemaar,छापेमार,छापेमार
lux,लक्स,ल्क्
bhopal,भोपाल,भोपल]
phalibhoot,फलीभूत,फलीभूत
paithelaujist,पैथेलॉजिस्ट,पैथेलॉजिस्ट
paryaptta,पर्याप्तता,पर्यप्त्त]
furti,फूर्ति,फर्टी]
mrutyuniwaarak,मृत्युनिवारक,म्रुत्युनवाक
maruti,मारुति,मारुटी
uthaakar,उठाकर,उठाकर
alo,एएलओ,अलो]
pegaw,पेगव,पेगा
pilibhit,पीलीभीत,पिलीभित
somi,सोमी,सोमी
sanchalnon,संचालनों,संचलनों]
kanchipuram,कांचीपुरम,कंचीपुरम]
daraatee,डराती,दराती
yaddasht,याद्दाश्त,यददश्त]##
sabudana,साबुदाना,सबूदना]#
welding,वेल्डिंग,वेल्डिंग
veronica,वेरोनिका,वरोनिका]
stimberwala,स्टिम्बेरवाला,स्टिंबरवाला]#
mayajaal,मायाजाल,मायजाल]
pes,पेस,पीस
atul,अतुल,अतुल
outomaitically,औटोमैटिकली,आटोमैटिकली
jaanchana,जांचना,जांचना
mithilanchal,मिथिलांचल,मिथिलांचल
phiksingah,फिक्सिंगः,फिकसिंगह]
sajetee,सजेती,सजेती
plano,प्लानो,प्लेनो
visangatiyaa,विसंगतिया,विसंगतिया
khhomche,खोमचे,खोमचे
lagna,लगना,लग्न
mukeshwari,मुकेश्वरी,मुकेश्वरी
tasvaaron,तस्वारों,तस्वारों
dev,देव,डेव
vesh,वेश,वेश
jyothy,ज्योथी,ज्योथी
landal,लेंडल,लंदल]
viraangnaaon,वीरांगनाओं,विरांगनाओं
yanit,यनित,यानि
purnia,पूर्णिया,पुर्निया
chauk,चौक,चौक
ladeen,लड़ीं,लाड़ी
chest,चेस्ट,चेस्ट
kasega,कसेगा,कसेगा
abut,एबट,अबू
renuka,रेनुका,रेनुका
loowe,लूवे,लूव]
gulaabaag,गुलाबाग,गुलाबाग
lajjalu,लज्जालु,लज्जालू
sabhaar,साभार,सभार]
gairarashtravaadee,गैरराष्ट्रवादी,गैराराष्ट्रवाद
dhaavakon,धावकों,धावकों
lim,लिम,लीए
vidhaaein,विद्याएं,विधाएं]#
svayamsveekrat,स्वयंस्वीकृत,स्वयमस्वीकर्
electrotex,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स
ramraj,रामराज,रामराज
janbhavna,जनभावना,जनभवना]
yauniktaa,यौनिकता,यौनिकता
haathe,हाथे,हाथे
dune,दूने,डुने
protects,प्रोटेक्ट्स,प्रोटेक्ट्स
vareinye,वरेण्य,वेरिनी
mazboori,मज़बूरी,मजबूरी]
praveenchand,प्रवीनचंद,प्रवींचन्
vaigyanik,वैज्ञानिक,वैज्ञानिक
torrent,टोरेंट,टोरेंट
aatmayen,आत्माएं,आत्मयें
samprati,संप्रति,संप्रति
matthe,मत्थे,मट्थे
savita,सविता,सविता
atlantic,अटलांटिक,अटलांटिक
jalgti,जलगति,जलती]
chacchaa,चच्चा,चच्छा
afreen,आफरीन,अफरीन
bazaru,बाजारू,बाजारु
chauki,चौकी,चौकी
pharse,फरसे,फर्स
tuning,ट्यूनिंग,टुनिंग]#
nodaraanee,नोडरानी,नोदरानी
maum,मौम,मौम
vidhaanee,विधाणी,विधानी
gujar,गुजार,गुजर]
pakadkar,पकडकर,पकड़क
aankhen,ऑंखें,आँखें
aapka,आपका,आपका
warner,वार्नर,वार्नर
anvaharya,अन्वाहार्य,अनवाहर्य]#
likhehain,लिखेहैं,लिखेहैं
paathyakram,पाठ्यक्रम,पाठ्यक्रम
shavkon,शावकों,शावकों
yarooshaleim,यरूशलेम,यरूशेले
mandalaayukto,मण्डलायुक्तो,मंडलायुक्तों
naino,नैनो,नैनो
jhaaiyaan,झाइयां,झाइयाँ
simferopol,सिम्फरपोल,सिंपरोफोल
dhamm,धम्म,धम्म
nikharegaa,निखरेगा,निखरेगा
ghumaan,घुमाण,घुमान
hounga,होऊंगा,हौंगा]
dhakal,ढकाल,ढकल]
sagarika,सागरिका,सागरिका
bernard,बर्नार्ड,बर्नार्ड
yogabal,योगबल,योगाब
breweries,ब्रेवरीज,ब्रीवरीज
dish,डिश,दीश
aithan,ऐठन,ऐत्
vartamaan,वर्तमान,वर्तमान
tremasik,त्रैमासिक,त्रेमसिक]
tasvire,तस्वीरे,तस्वीरे
vyvhargat,व्यवहारगत,विव्रहग्र
maratha,मराठा,मराथा
banvaa,बनवा,बनवा
svarnika,स्वर्णिका,स्वर्णिका
prasath,प्रसाथ,प्रसाथ
overall,ओवरऑल,ओवरल]
purwafalguni,पूर्वाफाल्गुनी,पूर्वाफलगानी]#
properphasebook,प्रॉपरफेसबुक,प्रोपरफेबासि
suven,सुवेन,सुवें
sapate,सपाटे,सपाते
jh,झ,झ
karghe,करघे,कर्घ
deshkaal,देशकाल,देशकाल
nathdwara,नाथवाड़ा,नाथड़वार
thanvi,थानवी,थानवी
oran,ओरण,ओरे
serrano,सेरानो,सेरारो
ear,इअर,ईआई
submission,सबमिशन,सबमिशन
dharak,धारक,धारक
tadad,तदाद,ताड़
greenwood,ग्रीनवुड,ग्रीनवुड
haute,हाउते,हौट]#
behuria,बहुरिया,बहुरिया
niyantaaon,नियंताओं,नियंताओं
churu,चूरू,चुरू
missouri,मिसौरी,मिसोरी
anyaya,अन्याय,अन्याय
generat,जेनरेट,जेनरेट
nyutest,न्यूटेस्ट,न्यूटेस्ट
garud,गरुड़,गरुड]
swaastikakaar,स्वास्तिकाकार,स्वास्तिकारक]
shaie,शैइ,शाइ
siddhantavaadiyon,सिद्धांतवादियों,सिद्धानवतायिनों
anawashyak,अनावश्यक,अनव्ष्यक
seaten,सीटें,सीटेन
gulshan,गुलशन,गुलशा
riya,रिया,रिया
firmian,फर्मिऑन,फ़िर्मि
tyre,टायर,टायर
chi,ची,ची
badlapur,बदलापुर,बदलापुर
yuddhanaukaa,युद्धनौका,युद्धानौक
nbcc,एनबीसीसी,एनबीसीसी
shreeganganagarvaasiyon,श्रीगंगानगरवासियों,श्रीगानगारांवासिओं
udaa,उदा,उड़
cambridge,कैंब्रिज,काम्ब्रि
airway,एयरवे,एआईआर
idol,आइडल,आइडो
calumet,कैल्यूमेट,कैलमेट]##
aajmaanaa,आजमाना,आजमाना
tantrikao,तंत्रिकाओं,तंत्रिकाओ]
jonesboro,जोन्सबोरो,जोनेसोबोर
buddhijeewon,बुद्धिजीवों,बुद्धिजीवों
klozup,क्लोज़अप,क्लोज़प]
nmdc,एनएमडीसी,एनएसडीसी
raashtrapit,राष्ट्रपित,राष्ट्रपित
kamarhati,कमारहाटी,कमरहटी]#
asphault,एस्फाल्ट,असफौल्ट]
fransisko,फ्रांसिस्को,फ्रांसिस्को
bhalla,भल्ला,भल्ला
maulvidon,मौलवियों,मौलविदों
narwar,नरवर,नरवा
lahlahati,लहलहाती,लहलहाटी
byaawa,ब्यावर,ब्यावा
ghataaegi,घटाएगी,घटाएगी
naamajadagee,नामजदगी,नामज़दे
takah,तकः,तका
sevagram,सेवाग्राम,सेवाग्राम
laamiyan,लामियां,लामियां
gin,जिन,जीआ
swechha,स्वेच्छा,स्वेच्छा
antadiyaan,अंतडियां,अंतदियां
arya,आर्यो,आर्या
polishing,पॉलिशिंग,पोलिशिंग
jokhimabharaa,जोखिमभरा,जोखीमहरा
umadatee,उमड़ती,उमदती]
tantra,तंत्र,तंत्र
samoa,सामोआ,समोआ]
csi,सीएसआई,सीएसआई
mandya,मांड्या,मांड्या
lawrie,लॉरी,लैवर
pahante,पहनते,पहंते
ankor,अंकोर,अक्नो
nimnavat,निम्नवत्,निम्नवत]
rapping,रैपिंग,रैपिंग
roopesh,रुपेश,रूपेश
pratibaddhata,प्रतिबद्धाता,प्रतिबद्धाता
nadep,नाडेप,नाड़े
sailaaneepan,सैलानीपन,सैलानीपन
menrajya,मेंराज्य,मेनराज्य
daav,दाव,डाव
aaboorod,आबूरोड,आबूरोड
pathyakramon,पाठ्यक्रमों,पथ्यक्रमों]
nividaataaon,निविदाताओं,निविदाताओं
gandhipura,गांधीपुरा,गंधीपुरा]
phwcs,पीएचडब्ल्यूसीएस,फीवीएससी]######
narayangadh,नारायणगढ़,नारायंगढ़
jaylalita,जयललिता,जयलैल्ट
susanskrut,सुसंस्कृत,सुसंसक्रु
masood,मसूद,मसूद
woonsocket,वुनसोकेट,वूनसॉक्ट
sanskrutiyan,संस्कृतियां,संस्कृतियां
urff,उर्फ,यूआर
theratipally,थेराटीपल्ली,थेरेटिपली]#
pratinirdesh,प्रतिनिर्देश,प्रतिनृद्ष]#
ulhaaspur,उल्हासपुर,उलहसपुर]#
pahanate,पहनते,पहनते
dhawakon,धावकों,धवाकों
bhagedh,भगेड़,भागेध
pransangali,प्राणसंगली,प्रांसांगल
jalvayu,जलवायु,जलवयू]
bhijvaai,भिजवाई,भिजवाई
sayra,सायरा,सैयरा
krendron,क्रेन्द्रों,क्रेन्ड्रों
maujud,मौजुद,मौजूद
siddhaant,सिद्घांत,सिद्धांत
kamyuniketars,कम्युनिकेटर्स,काम्युनिकेर्त
chidchidapan,चिड़चिड़ापन,चिड़ीचागांव
muthoot,मुथूट,मुथुत
wiwekadhikaron,विवेकाधिकारों,विवेकाधिकारों
maloun,मलौन,मलौन
cincinnati,सिनसिनाटी,सिन्सिनेट
registan,रेगिस्तान,रेजिस्टान
parosne,परोसने,परोसने
vichaarakon,विचारकों,विचारकों
janbhawna,जनभावना,जनभवाना
andaman,अंडमान,अंदमन]
badyal,बडयाल,बद्या
morepen,मोरपेन,मोरेपे
beard,बियर्ड,बीआरडी
nodarani,नोडरानी,नोदारनी
dikhayee,दिखायेे,दिखायी]
chink,छींक,चिंक
wyakhyatmakta,व्याख्यात्मकता,व्याख्यात्मकता
shaishav,शैशव,शैशव
aainthoo,आइंथू,एआईएन
ahemdabadah,अहमदाबादः,अहेमदाबाद
jaayke,जायके,जायके
cigniti,सिग्निटी,सिग्निटी
kurukshetra,कुरुक्षेत्र,कुरूक्षेत्र
pravritteeyon,प्रवृत्तीयों,प्रवृत्तियों
charcha,चर्चा,चर्चा
lakshmeechandra,लक्ष्मीचन्द्र,लक्ष्मीचंद्र]
hammond,हैमंड,हमोंड
nibhaegi,निभाएगी,निभाइगी
dhunai,धुनाई,धुनै]
janbhaavna,जनभावना,जनभवाना
cant,कांट,केंट
melaghaat,मेलघाट,मेलाघा
mue,मुऐ,म्य
shwing,श्विंग,श्विंग
dampatya,दांपत्य,दमपात्य
kpada,कपड़ा,कपाड़
santati,संतति,संतति
maanavtarhit,मानवटरहित,मानवत्रहि
anuprayogi,अनुप्रयोगों,अनुप्रयोगी]
harvey,हार्वे,हर्वी]
kaju,काजू,कजू]
cerritos,सेररितोस,सेरिटोस]
texmaco,टेक्समैको,टेक्समाको
sanchar,संचार,संचर]
tuth,ट्रुथ,टीथीए
lozano,लोज़ानों,लोजानो]#
ropaney,रोपने,रोपने
hollywood,हॉलीवुड,होलीवुड
chhinke,छींके,छिंके
dhamma,धम्मा,धम्मा
technoplast,टेक्नोप्लास्ट,टेक्नोपोलस्ट]
pujapath,पूजापाठ,पुजापथ]
chanan,चानन,चनन]
shrankhalaaon,श्रंखलाओं,श्रंखलाओं
chhednaa,छेड़ना,छेड़ना
carbogen,कार्बोजेन,कार्बोजेन
vyavadhan,व्यवधान,व्यवधन]
schultz,शुल्ट्ज,अल्ट्ज़
istrailiyon,इस्त्राइलियों,इस्त्रैलियों]
squash,स्क्वाश,स्कावश]
danville,डैनविल,डांविल
prana,प्राना,प्राना
thaakurvaadee,ठाकुरवादी,ठाकुरवाडी
prayogshaastra,प्रयोगशास्त्र,प्रयोगशास्त्र
wyakteeyon,व्यक्तीयों,व्यक्तियों
metrologist,मैट्रोलॉजिस्ट,मेट्रोलॉजिस्ट
madhura,मढ़ौरा,मधुरा]
paliyon,पालियों,पलियों]
denver,डेनवर,डेंवर
apj,एपीजे,अपज]#
beni,बैनी,बेनी
pratisthaan,प्रतिस्थान,प्रतिष्ठान
bhrashtaachaariyon,भ्रष्टाचारीयों,भ्रष्टाचारियों
lakeer,लकीर,लकीर
sudhaargrah,सुधारगृह,सुधारग्र
sandali,संदली,संदाल
jagriti,जागृति,जगृती]
talwar,तलवार,तलवार
janashiksha,जनशिक्षा,जनाशिक्ष
tapuwo,टापुओं,तपुवो]
bulletin,बुलेटिन,बुलेटिन
ballebaajee,बल्लेबाज़ी,बल्लेबाजी]
maadheekhedhaa,माड़ीखेड़ा,माधेखेधा]#
arthshaastriyon,अर्थशास्त्रीयों,अर्थशास्त्रियों
scaining,स्कैनिंग,स्काइनिं
mehman,मेहमान,मेहमान
rahegi,रहेगी,रहेगी
jamshedpur,जमशेदपुर,जमशेदपुर
tyauharon,त्यौहारों,त्यौहरों]
darshaana,दर्शाना,दर्शाना
beechbachaav,बीचबचाव,बीचबाचव
sulati,सुलाती,सुलती]
varshan,वर्शन,वर्षण
sudhaaratee,सुधारती,सुधारती
wasaamukt,वसामुक्त,वसामुक्त
patil,पाटिल,पतिल]
jewaab,जेवाब,जेवाब
soto,सोटो,सोतो
dhtuen,धातुएं,ध्तुएं
dose,डोसे,डोस]
bhaagadaud,भागदौड,भागड़ा
pagabadha,पगबाधा,पगबधा]
arushi,आरुषि,अरुषी
agusta,अगस्ता,अगुस्त
titan,टाइटन,तितान
equities,इक्विटीज,इक्विटीज
airtel,एयरटेल,एआईआरट
alaps,ऐल्प्स,अलप्स]
naksali,नक्सली,नकसाली
achivement,अचीवमेंट,एचिवमेंट
galaega,गलाएगा,गलागा]
foodon,फूडॉन,फूड़ो
rajnichi,राजनीचि,राजनीची
arya,आर्य,आर्य
streamwood,स्ट्रीमवुड,स्ट्रीमवुड
ghot,घोट,घोट
music,म्यूजिक,म्युसिक
purkayastha,पुरकायस्थ,पुरकायस्थ
nora,नोरा,नोरा
tonic,टॉनिक,टोनिक
gujaarne,गुजारने,गुजारने
water,वाटर,वाटर
sunsaan,सूनसान,सुनसान
sirsa,सिरसा,सिरसा
tangirala,टेंगीरला,तंगीराला
hanson,हेनसन,हंसों
varun,वरुण,वरुण
dreijer,ड्रेजर,ड्रीजर
doudaate,दौड़ाते,दौड़ते]
sharabon,शराबों,शराबों
vyakteeyon,व्यक्तीयों,व्यक्तियों
saatseraa,सातसेरा,सात्सेर
darjano,दर्जनों,दर्जनो]
agniyaan,अग्नियां,अग्नियां
dhonaa,धोना,धोना
karyakartriyon,कार्यकर्त्रियों,कार्यकर्त्रियों
awasthaen,अवस्थाएं,अवस्थाएं
himamaanav,हिममानव,हिमामान
two,टु,ट्
ail,ऐल,एआ
bandhuon,बंधुओं,बंधुओं
shraddhavanon,श्रद्धावानों,श्रद्धावनों]
mariyo,मारियो,मारियो
vyaghat,व्याघात,व्याघाट
michael,माईकल,मिचेल
adrgh,अद्र्घ,एड्राग
vitthal,विट्ठल,विठ्ठल
prarup,प्रारूप,प्रारुप
dhoondhti,ढूंढती,ढूंढती
dubana,डुबाना,दुबना]
ladne,लडने,लड़न
form,फार्म,फॉर्म
zuari,जुवारी,ज़ुआरी
pariwarwale,परिवारवाले,परिवावराले
peranormal,पैरानॉर्मल,पेरानोमलार
bhuvneshvaprasad,भुवनेश्वप्रसाद,भुवनेशवापरस्व]
iris,आईरिस,इरिस]
pratigyapoorn,प्रतिज्ञापूर्ण,प्रतिज्ञपूर्ण]
lebalon,लेबलों,लेबलों
shreekrushnan,श्रीकृष्णन,श्रीकृष्णन
snikarse,स्नीकर्स,स्नाकारस
kain,कईं,केन
bhooswaami,भूस्वामी,भूसवामी]
karta,कटरा,करता
anyay,अन्याय,अन्यय]
nokari,नोकरी,नोकरी
precision,प्रिसिशन,प्रीसिजन
chrom,क्रोम,श्रॉम
jue,जुए,ज्य
bowling,बोलिंग,बोवलिं
taapti,ताप्ती,ताप्ती
catholicon,कैथोलिकों,कैथोलिकन]
nazarandaz,नजरंदाज,नजारांड
mulchand,मूलचंद,मूलचंद
sweccha,स्वेच्छा,स्वीच्का
nanyaulaa,नन्यौला,नान्यौल
ghontana,घोंटना,घोंटना
advaitwad,अद्वैतवाद,अदवातवाद]
underwood,अंडरवुड,अंडरवॉड
lubhaavna,लुभावना,लुभावना
petroselee,पेट्रोसेली,पेट्रोसेली
amdi,आमदी,अम्द
ropane,रोपने,रोपान
daisy,डेजी,डाइस
jababee,जबाबी,जबाबी
cup,कप,सी
phaade,फाड़े,फाड़े
ulahna,उलाहना,उलहना]
unnatiyon,उन्नतियों,उन्नतियों
molina,मोलिना,मोलिना
gaandchubhonachoosnachhote,गांडचुभोनाचूसनाछोटे,गांडुकोभोनचूषेठाचे]
han,हां,हन]
pradarshan,प्रर्दशन,प्रदर्शन
sarjuga,सरगुजा,सरजुगा
bidar,बीदर,बिदर
amargad,अमरगढ़,अमरगाड
juye,जुए,जुय
tonk,टोंक,टोंक
devaapur,देवापुर,देवापुर
intelligence,इंटेलीजेंस,इंटीलेजेंस
neetiyon,नीतियों,नीतियों
khanaudaa,खनौदा,खनौड़
porbandar,पोरबंदर,पोरबंदर
sim,सिम,सिम
lagnesh,लग्नेश,लग्नेश
gaayikao,गायिकाओ,गायिकाओ
prishthabhoomiyon,पृष्ठभूमियों,पृष्ठभोमिओं]
moolchand,मूलचंद,मूलचंद
silchar,सिल्चर,सिलचर]
margarita,मार्गरिटा,मार्गरिता
udakishuganj,उदाकिशुनगंज,उदकिशुगंज]#
sirtee,सिरती,सिरती
yamala,यमला,यमाल
prashikshu,प्रशिक्षु,प्रशिक्षु
sierra,सिएरा,सियरर
aalhaa,आल्हा,आलहा]
peck,पेक,पीए
taskhir,तसखीर,तासखी
daka,डाका,डाका
nominate,नॉमिनेट,नोमिनेट
sapat,सपाट,सपत]
coimbatore,कोयम्बटूर,किम्बेटर]
koraput,कोरापुट,कोरापुट
svayattshasan,स्वायत्तशासन,स्वात्यक्षण]
