Actual word in English,Actual word in Hindi,Predicted word in Hindi
rupesh,रुपेश,रुपेश
reno,रिनो,रेनो
sudeepton,सुदीप्तों,सुदीपतों]
swamy,स्वामी,स्वामी
amara,अमारा,अमारा
vyavasthaamoolak,व्यवस्थामूलक,व्यवस्थामुक]
sensing,सेंसिंग,सेनसिंग
tyler,टाइलर,टाइर]
sangareddi,संगारेड्डी,संगरेद्दी]
pehno,पहनो,पहनो
mardani,मरदानी,मरदानी
bamleshwaree,बम्लेश्वरी,बमलेश्वरी]
deewani,दिवानी,दीवानी
fincorp,फिनकॉर्प,फिनकॉर्प
navaa,नवा,नवा
shimat,शिमट,शिमत
sohawal,सोहावल,सोहावल
banaam,बनाम,बनाम
prawrutriyon,प्रवृत्रियों,प्रवृत्युआन]
xiong,शियोंग,सिओंग]
varsted,वर्स्टेड,वर्स्टेड
raajon,राजों,राजों
cheekhana,चीखना,चीखना
naimul,नैमुल,नैमुल
badhotri,बढ़ोतरी,बहोत्री
antony,एंटोनी,एंटोनी
chhanyasa,छांयसा,छन्यास
nirdeshikaa,निर्देशिका,निर्देशकी]
niptaaraa,निपटारा,निपतारा
judne,जुडने,जुडने
sujhati,सुझाती,सुझती]
pathalogist,पैथेलॉजिस्ट,पथलोगस्ति]#
tide,टाइड,तिदे
shrungar,शृंगार,श्रुंग
braandes,ब्रान्डेस,ब्रांडेस]
parmeshvarpur,परमेश्वरपुर,परमेश्वरुपर
jedateeisaaft,जेडटीईसाफ्ट,जेड़ीतीसित]
uddhaatan,उद्धाटन,उद्धतान
stan,स्टैन,स्टेन
aadivaadiyon,आदिवादियों,आदिवादियों
julaahon,जुलाहों,जुलाहों
maharaja,महाराजा,महाराजा
gatishilata,गतिशीलता,गतिशिलता
shipra,शिप्रा,शिपरा]
tribunal,ट्रिब्युनल,त्रिबुनल]#
khyber,ख़ैबर,खिबर]
wanvibhag,वनविभाग,वानभीवा
ghataatop,घटाटोप,घटातोप
dharmagranthon,धर्मग्रंथों,धर्मांग्रथो
prawrittiyon,प्रवृत्तीयों,प्रवृत्तियों
gaanth,गांठ,गांथ
mysore,मैसोर,माइसर
sehgal,सहगल,सेहग
namkin,नमकीन,नमकिन
vaidh,वैध्,वैध]
vanaspatiyaan,वनस्पतियाँ,वनस्पतियाँ
jiangkou,जियांगकोऊ,जियंगको]#
pakhandi,पाखंडी,पखंडी]
protekts,प्रोटेक्ट्स,प्रोटेक्टस]
elbaino,एल्बाइनो,एलबैनो]#
linden,लिंडेन,लिंदें
sohaval,सोहावल,सोहवाल
bhurbhura,भुरभुरा,भुरभुरा
gastrology,गैस्ट्रोलॉजी,गैस्ट्रोलॉजी
widroop,विद्रूप,विद्रूप
sajsajja,साजसज्जा,सजसज्ज]#
raatrichar,रात्रिचर,रातृष्ण]
rojana,रोजना,रोजना
jalbhrav,जलभराव,जलभरव]
montgomery,मोंटगोमरी,मंटगोमीर]
sev,सेव,सेव
bhrastrachariyon,भ्रष्ट्राचारियों,भ्रस्तर्चियाओं]#
dwn,डीडब्ल्यूएन,डीवीएन]####
streshan,स्ट्रेशन,स्त्रेशन
ganthe,गांठे,गांठे
gehlot,गहलोत,गहलोट
chhateni,छतेनी,छतेनी
vishwasniiya,विश्वसनीय,विश्वसनिय
jivaniyan,जीवनियां,जिवनियां
dastaanen,दस्तानें,दस्तानें
dhona,धोना,धोना
kharuwaar,खरुवार,खरुवार
suriname,सूरीनाम,सुरीनाम
mangalsinh,मंगलसिंह,मंगलसिंह
anyonyashritta,अन्योन्याश्रितता,अन्ययोनिष्ट्रत्य
ninties,नाइनटीज,निंटीज]
paancholaas,पांचोलास,पाँचोलास
reson,रेसों,रेसोन
vaataanukooliton,वातानुकूलितों,वादानुतिकोंल]
chatushkoniya,चतुष्कोणीय,चातुष्कोनि
aamdi,आमदी,आआमद
dushtaapurvak,दुष्टतापूर्वक,दुष्टापूर्वक]
bechate,बेचते,बेचते
chuka,चौका,चुका
mizoram,मिज़ोरम,मिजोराम
torrance,टोरेंस,टॉर्ने
anuchit,अनुचित,अनुचित
avarodhak,अवरोधक,अवरोधक
ross,रॉस,रोस
achyut,अच्युत,अच्युत
oodhami,ऊधामी,ऊधमी]
haraval,हरावल,हरवल]
gould,गोल्ड,गोल्ड
daaw,दाव,दाव
srijanvigyanee,सृजनविज्ञानी,श्रीजनविज्ञा
nextgen,नेक्स्टजेन,नेक्सगेंट]
rukavaton,रूकावटों,रुकवतों]
bhavanaon,भावनाओं,भवनाओं]
dehdhaari,देहधारी,दहधारी]
parikhaen,परीक्षाएं,परिखाएं]#
utaney,उतने,उतने
sanskrition,संस्कृतिओं,संस्कृतियो
prospex,प्रॉस्पेक्स,प्रोस्पेक्स
naeedilli,नईदिल्ली,नीदिल्ली
saayn,सायं,सायन
geneva,जिनीवा,गेनेवा
rasad,रसद,रसद
baramula,बारामुला,बरमुला]#
vandemataram,वन्देमातरम्,वंदेमतरम]##
safari,सफारी,सफारी
chamba,चम्बा,चम्बा
sawal,सवाल,सवाल
bannari,बन्नारी,बननरी]#
fatehpur,फ़तेहपुर,फतेहपुर]
pehnate,पहनता,पहनते
spray,स्प्रे,स्प्रय
normal,नॉर्मल,नोरमल]
allout,ऑलआउट,अल्लु
manassas,मनासस,मानास
mantriyonke,मंत्रियोंके,मंत्रियोंके
karyakaryakartaon,कार्यकार्यकर्ताओं,कार्यक्याराकर्ताओ
phaadanhe,फाडऩे,फाहंदे
greg,ग्रेग,ग्रिग
baitool,बैतूल,बैतुल
kushan,कुषाण,कुशान
subbanee,सुब्बनी,सब्बनी]
infibeam,इन्फिबीम,इन्फीबिय
khatakhataakar,खटखटाकर,खताखाटा
chachaji,चाचाजी,चाचाजी
chandrabali,चंद्रबली,चंद्रालब
baripada,बारिपदा,बरीपाडा
roohelkhand,रूहेलखंड,रूहेलखंड
ghairakaanoonee,ग़ैरकानूनी,घैराकानूनी
aarekhah,आरेखः,आरेखा
pramukhkarmiyon,प्रमुखकर्मियों,प्रुमखक्मिर्यो
lee,ली,ली
thiyeters,थियेटर्स,थियेटर्स
assam,असम,अस्
faanon,फानों,फानों
jyada,ज़्यादा,ज्यादा]
theateron,थियेटरों,थीटरों]#
safaikarmi,सफाईकर्मी,सफ़ाईकर्म
bieseses,बीएसएसएस,बीसेस]##
cronfrensing,क्रान्फ्रेंसिंग,क्रान्फ्रेमसिंग
jeevraaj,जीवराज,जीवराज
thirake,थिरके,थिरके
shaksubahey,शकसुबहे,शक्सुबा
paratrooper,पैराट्रूपर,परत्रोप्र]
dabhara,डभरा,दाभर
usi,उसी,उसी
nihsandeh,निःसंदेह,निस्नादे
mahanatam,महानतम,महनतम]
banthia,बांठिया,बंथिया]
anam,अनम,अनम
kashmir,कश्मीर,कश्मीर
baavadee,बावडी,बावड़
bhutto,भुट्टो,भुट्टो
maarake,मारके,मारके
kaaryayojna,कार्ययोजना,कार्ययोजना
francisko,फ्रांसिस्को,फ्रैंसिक्सो
adani,अदाणी,अदानी
dhuriyaa,धुरिया,धुरिया
mhavidya,महाविद्या,महविद्या]
megapixel,मेगापिक्सल,मेगापीकल]#
cryptocurrencyon,क्रिप्टोकरेंसियों,क्रिप्यूक्यूटर्सन
muth,मूठ,मुथ
authoritee,ऑथोरिटी,औथोरीटी
aparivartanshil,अपरिवर्तनशील,अपरिवर्तनशील
pradhanmantriki,प्रधानमंत्रीकी,प्रधानमन्त्रिक
aagaashe,आगाशे,आगाचे
navjaagaran,नवजागरण,नवजागरण
attraa,अट्टरा,अत्रा]
ubala,उबाला,उबाला
amanati,अमानती,अमनती]
khammam,खम्मम,खममाम
haaranaa,हारना,हरना]
bhavabhivyaktiyon,भावाभिव्यक्तियों,भवभिव्यक्तियों]#
pushkar,पुष्कर,पुष्कर
shaantiyon,शांतियों,शांतियों
nerolac,नेरोलेक,नेरोलाक
chauka,चौका,चौका
siddhalingaa,सिद्दालिंगा,सिद्धलिंगा]
bharatnatyam,भरतनाट्यम्,भरतनत्यम]#
javabah,जवाबः,जवाबा
dushwariyon,दुश्वारियों,दुश्वरियों]
manchiy,मंचीय,मानची
jiyo,जीयो,जियो
sapramaan,सप्रमाण,सप्रमान
sim,सीम,एसआ
peeechdablyooseees,पीएचडब्ल्यूसीएस,पीचडीब्लीसों]##
bahav,बहाव,बहाव
tik,टिक,टीआ
agavai,अगवाई,अगवाई
higman,हाइमन,हिगमा
qiwi,क्यूआईडब्ल्यूआई,कीवी]##########
agyat,अज्ञात,अग्यत]
agende,एजेंडे,अगेंदे
lynchburg,लिंचबर्ग,लिंचबुर्
maangeena,मांगीना,माँगीना
khatakhataaegee,खटखटाएगी,खटाखटायो
jodhikaa,जोधिका,जोधिका
srujanvigyaani,सृजनविज्ञानी,स्रूजनविज्ञा
detasan,डेटसन,देतास
badalwa,बदलवा,बदालव
urf,उर्फ,यूएआ
chhaapemaar,छापेमार,छापेमार
lux,लक्स,एलओए
bhopal,भोपाल,भोपाल
phalibhoot,फलीभूत,फलीभूत
paithelaujist,पैथेलॉजिस्ट,पैथेलाजुस्त
paryaptta,पर्याप्तता,पर्यात्प्त
furti,फूर्ति,फुरती]
mrutyuniwaarak,मृत्युनिवारक,मृत्युनिवाकर
maruti,मारुति,मरुती]
uthaakar,उठाकर,उठाकर
alo,एएलओ,एलो]
pegaw,पेगव,पेगा
pilibhit,पीलीभीत,पिलिभित
somi,सोमी,सोमी
sanchalnon,संचालनों,संचलनों]
kanchipuram,कांचीपुरम,कांचीपुरम
daraatee,डराती,दराती
yaddasht,याद्दाश्त,यददाश्त]#
sabudana,साबुदाना,सबुदाना]
welding,वेल्डिंग,वेल्डिंग
veronica,वेरोनिका,वेरोनिका
stimberwala,स्टिम्बेरवाला,स्टिमरबवाला]#
mayajaal,मायाजाल,मयजाल]#
pes,पेस,पीई
atul,अतुल,अतुल
outomaitically,औटोमैटिकली,ऑटोमैटिकली
jaanchana,जांचना,जांचना
mithilanchal,मिथिलांचल,मिथिलांचल
phiksingah,फिक्सिंगः,किसपींहा]
sajetee,सजेती,सजेती
plano,प्लानो,प्लानो
visangatiyaa,विसंगतिया,विसंगातिय
khhomche,खोमचे,खोमचे
lagna,लगना,लग्न
mukeshwari,मुकेश्वरी,मुकेश्वरी
tasvaaron,तस्वारों,तस्वारों
dev,देव,डीव
vesh,वेश,वेश
jyothy,ज्योथी,ज्योथी
landal,लेंडल,लंदल]
viraangnaaon,वीरांगनाओं,विरानगणाओं
yanit,यनित,यानि
purnia,पूर्णिया,पुर्निया
chauk,चौक,चौक
ladeen,लड़ीं,लदीन]
chest,चेस्ट,चेस्ट
kasega,कसेगा,कसेगा
abut,एबट,अबू
renuka,रेनुका,रेनुका
loowe,लूवे,लूवे
gulaabaag,गुलाबाग,गुलाबाग
lajjalu,लज्जालु,लजलजु]#
sabhaar,साभार,सभार]
gairarashtravaadee,गैरराष्ट्रवादी,गैरारत्रश्वादी
dhaavakon,धावकों,धावकों
lim,लिम,एलआ
vidhaaein,विद्याएं,विधाएँ]#
svayamsveekrat,स्वयंस्वीकृत,स्वयस्वीमक्त
electrotex,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स
ramraj,रामराज,रामराज
janbhavna,जनभावना,जंभवना]
yauniktaa,यौनिकता,यौनिकता
haathe,हाथे,हाथे
dune,दूने,दुने
protects,प्रोटेक्ट्स,प्रोटेक्ट]#
vareinye,वरेण्य,वैरेन्
mazboori,मज़बूरी,मज़बूरी
praveenchand,प्रवीनचंद,प्रवीचन्न
vaigyanik,वैज्ञानिक,वैग्यनिक]
torrent,टोरेंट,टोरेंट
aatmayen,आत्माएं,आत्यमें
samprati,संप्रति,संप्रती
matthe,मत्थे,मठते]
savita,सविता,सविता
atlantic,अटलांटिक,अटलांटिक
jalgti,जलगति,जलगती
chacchaa,चच्चा,चच्छा
afreen,आफरीन,अफरीन
bazaru,बाजारू,बाज़रू
chauki,चौकी,चौकी
pharse,फरसे,फारस
tuning,ट्यूनिंग,तुनिंग]#
nodaraanee,नोडरानी,नोदरानी
maum,मौम,मौम
vidhaanee,विधाणी,विधानी
gujar,गुजार,गुजर]
pakadkar,पकडकर,पकड़क
aankhen,ऑंखें,आनखें
aapka,आपका,आपक्
warner,वार्नर,वार्नर
anvaharya,अन्वाहार्य,अनवाहर्य]#
likhehain,लिखेहैं,लिखहैं]
paathyakram,पाठ्यक्रम,पाठ्यक्रम
shavkon,शावकों,शावकों
yarooshaleim,यरूशलेम,यरुशरली
mandalaayukto,मण्डलायुक्तो,मंडलायुक्तो]
naino,नैनो,नैनो
jhaaiyaan,झाइयां,झाइयां
simferopol,सिम्फरपोल,सिंफरोपोल
dhamm,धम्म,धम्म
nikharegaa,निखरेगा,निखारेग
ghumaan,घुमाण,घुमान
hounga,होऊंगा,हौंगा]
dhakal,ढकाल,धकल]
sagarika,सागरिका,सागरीका
bernard,बर्नार्ड,बेरनार्ड
yogabal,योगबल,योगबल
breweries,ब्रेवरीज,ब्रिवायर
dish,डिश,दिश
aithan,ऐठन,इथा
vartamaan,वर्तमान,वर्तमान
tremasik,त्रैमासिक,त्रेमसिक]
tasvire,तस्वीरे,तासवीरे
vyvhargat,व्यवहारगत,विहवराग]#
maratha,मराठा,मराथा
banvaa,बनवा,बनवा
svarnika,स्वर्णिका,स्वर्णिका
prasath,प्रसाथ,प्रसाथ
overall,ओवरऑल,ओवरले
purwafalguni,पूर्वाफाल्गुनी,पुरवालफगुणी]##
properphasebook,प्रॉपरफेसबुक,प्रोपरबासिक]
suven,सुवेन,सुवें
sapate,सपाटे,सपते]
jh,झ,ज
karghe,करघे,करघे
deshkaal,देशकाल,देशकाल
nathdwara,नाथवाड़ा,नाथदवारा
thanvi,थानवी,थानवी
oran,ओरण,ओरा
serrano,सेरानो,सेररान
ear,इअर,ईआई
submission,सबमिशन,सबमिसि
dharak,धारक,धारक
tadad,तदाद,तदद]
greenwood,ग्रीनवुड,ग्रीनवुड
haute,हाउते,हौते]
behuria,बहुरिया,बेहुरिय
niyantaaon,नियंताओं,नियांताओ
churu,चूरू,चुरू
missouri,मिसौरी,मिसौरी
anyaya,अन्याय,अन्याय
generat,जेनरेट,जेनरेट
nyutest,न्यूटेस्ट,न्यूटेस्ट
garud,गरुड़,गरूद]
swaastikakaar,स्वास्तिकाकार,स्वास्तिकाकार
shaie,शैइ,शै]
siddhantavaadiyon,सिद्धांतवादियों,सिद्धानतावादीयो
anawashyak,अनावश्यक,अनावश्यक
seaten,सीटें,सीटेन
gulshan,गुलशन,गुलशा
riya,रिया,रिया
firmian,फर्मिऑन,फिरमियन
tyre,टायर,तायर
chi,ची,ची
badlapur,बदलापुर,बदलापुर
yuddhanaukaa,युद्धनौका,युध्यनाकु
nbcc,एनबीसीसी,एनबीसीसी
shreeganganagarvaasiyon,श्रीगंगानगरवासियों,श्रीगगणावारगंसहक]#
udaa,उदा,उदा
cambridge,कैंब्रिज,कैम्ब्रि
airway,एयरवे,एयरवै
idol,आइडल,आइडो
calumet,कैल्यूमेट,कैलमेट]##
aajmaanaa,आजमाना,आजमाना
tantrikao,तंत्रिकाओं,तंत्रिकाओ]
jonesboro,जोन्सबोरो,जोनेसोबरो
buddhijeewon,बुद्धिजीवों,बुद्दीजीवें
klozup,क्लोज़अप,क्लोज़ुप
nmdc,एनएमडीसी,एनएमडीसी
raashtrapit,राष्ट्रपित,राष्ट्रापि
kamarhati,कमारहाटी,कमरहटी]#
asphault,एस्फाल्ट,असफॉटल]#
fransisko,फ्रांसिस्को,फ्रांसिस्को
bhalla,भल्ला,भाल्ल
maulvidon,मौलवियों,मौलविदों
narwar,नरवर,नरवा
lahlahati,लहलहाती,लहलाहात
byaawa,ब्यावर,ब्यावा
ghataaegi,घटाएगी,घटाएगी
naamajadagee,नामजदगी,नामजगदी
takah,तकः,तकह
sevagram,सेवाग्राम,सेवग्राम]
laamiyan,लामियां,लामियां
gin,जिन,जीन
swechha,स्वेच्छा,स्वेचा]#
antadiyaan,अंतडियां,अंतदियां
arya,आर्यो,अर्या
polishing,पॉलिशिंग,पोलिशिंग
jokhimabharaa,जोखिमभरा,जोखीमाभा
umadatee,उमड़ती,उमादती
tantra,तंत्र,तांत्
samoa,सामोआ,समो]#
csi,सीएसआई,सीएसईए
mandya,मांड्या,मांड्या
lawrie,लॉरी,लावर
pahante,पहनते,पहनते
ankor,अंकोर,अनकोर
nimnavat,निम्नवत्,निम्नावत
rapping,रैपिंग,रैपिंग
roopesh,रुपेश,रूपेश
pratibaddhata,प्रतिबद्धाता,प्रतिदाबत्था
nadep,नाडेप,नदेप]
sailaaneepan,सैलानीपन,सैलानापन
menrajya,मेंराज्य,मेनराज्य
daav,दाव,दाव
aaboorod,आबूरोड,आबूरोद
pathyakramon,पाठ्यक्रमों,पाठ्यक्रमों
nividaataaon,निविदाताओं,निविदाताओं
gandhipura,गांधीपुरा,गंधीपुरा]
phwcs,पीएचडब्ल्यूसीएस,पीएसवीएस]######
narayangadh,नारायणगढ़,नारायंगढ़
jaylalita,जयललिता,जैलिलता
susanskrut,सुसंस्कृत,सुसंस्तुर
masood,मसूद,मसूद
woonsocket,वुनसोकेट,वूनसॉक्ट
sanskrutiyan,संस्कृतियां,संस्कृतियाँ
urff,उर्फ,यूआर
theratipally,थेराटीपल्ली,थेरतीपल्या]
pratinirdesh,प्रतिनिर्देश,प्रतिनिर्देश
ulhaaspur,उल्हासपुर,उल्हासार]
pahanate,पहनते,पहनते
dhawakon,धावकों,धावकों
bhagedh,भगेड़,भगेद]
pransangali,प्राणसंगली,प्रांसंगली
jalvayu,जलवायु,जलवायु
bhijvaai,भिजवाई,भिजवाई
sayra,सायरा,सयरा]
krendron,क्रेन्द्रों,क्रेन्द्रों
maujud,मौजुद,मौजुद
siddhaant,सिद्घांत,सिद्धान्
kamyuniketars,कम्युनिकेटर्स,कम्युनिकेरोट्
chidchidapan,चिड़चिड़ापन,चिद्धिपानक]
muthoot,मुथूट,मुथूत
wiwekadhikaron,विवेकाधिकारों,विवेकाधेकरों]
maloun,मलौन,मालन
cincinnati,सिनसिनाटी,सिंसिनेटी
registan,रेगिस्तान,रेगिस्तान
parosne,परोसने,पारोसन
vichaarakon,विचारकों,विचारकों
janbhawna,जनभावना,जनभवाना
andaman,अंडमान,अंदमन]
badyal,बडयाल,बाद्य
morepen,मोरपेन,मोरेपे
beard,बियर्ड,बीआरडी
nodarani,नोडरानी,नोदरानी
dikhayee,दिखायेे,दिखायी]
chink,छींक,चिंक
wyakhyatmakta,व्याख्यात्मकता,व्याख्यात्मकता
shaishav,शैशव,शैशव
aainthoo,आइंथू,ऐंठू]
ahemdabadah,अहमदाबादः,अहेदमबाड़
jaayke,जायके,जायके
cigniti,सिग्निटी,सिगनिती]
kurukshetra,कुरुक्षेत्र,कुरुक्षेत्र
pravritteeyon,प्रवृत्तीयों,प्रवृत्तियों
charcha,चर्चा,चर्चा
lakshmeechandra,लक्ष्मीचन्द्र,लक्ष्मीचन्द्र
hammond,हैमंड,हम्मो
nibhaegi,निभाएगी,निभाईगी
dhunai,धुनाई,धुनाई
janbhaavna,जनभावना,जनभावना
cant,कांट,सीएन
melaghaat,मेलघाट,मेलाघा
mue,मुऐ,म्य
shwing,श्विंग,श्विंग
dampatya,दांपत्य,दम्पत्य
kpada,कपड़ा,कप्ड़
santati,संतति,संतति
maanavtarhit,मानवटरहित,मानावतरित
anuprayogi,अनुप्रयोगों,अनुप्रयोगी]
harvey,हार्वे,हरवे]#
kaju,काजू,काजू
cerritos,सेररितोस,सर्टिओस]
texmaco,टेक्समैको,टेक्समाको
sanchar,संचार,संचर]
tuth,ट्रुथ,तुथ]#
lozano,लोज़ानों,लोज़नो]#
ropaney,रोपने,रोपने
hollywood,हॉलीवुड,होलीवुड
chhinke,छींके,छिंके
dhamma,धम्मा,धम्मा
technoplast,टेक्नोप्लास्ट,टेचनोप्लास्ट]
pujapath,पूजापाठ,पुजापथ]
chanan,चानन,चन्न
shrankhalaaon,श्रंखलाओं,श्रंखलाओं
chhednaa,छेड़ना,छेड़ना
carbogen,कार्बोजेन,कार्बीजन]
vyavadhan,व्यवधान,व्यवाधन
schultz,शुल्ट्ज,श्लुत्स
istrailiyon,इस्त्राइलियों,इस्त्रेलियों]
squash,स्क्वाश,स्कुआश]
danville,डैनविल,डैनविल
prana,प्राना,प्राना
thaakurvaadee,ठाकुरवादी,ठाकुरवादी
prayogshaastra,प्रयोगशास्त्र,प्रयोग्षस्त्र
wyakteeyon,व्यक्तीयों,व्यक्तियों
metrologist,मैट्रोलॉजिस्ट,मेट्रोलोजिस्ट
madhura,मढ़ौरा,मधुरा]
paliyon,पालियों,पलियों]
denver,डेनवर,डेनवर
apj,एपीजे,एआपीज
beni,बैनी,बेनी
pratisthaan,प्रतिस्थान,प्रतिस्थान
bhrashtaachaariyon,भ्रष्टाचारीयों,भ्रष्टाचारियों
lakeer,लकीर,लकीर
sudhaargrah,सुधारगृह,सुधारग्र
sandali,संदली,संदली
jagriti,जागृति,जगरीती
talwar,तलवार,तलवार
janashiksha,जनशिक्षा,जनाशिक्ष
tapuwo,टापुओं,तपुवो]
bulletin,बुलेटिन,बुलेटीन
ballebaajee,बल्लेबाज़ी,बाल्लेबाजी
maadheekhedhaa,माड़ीखेड़ा,माधीखेड़ा]
arthshaastriyon,अर्थशास्त्रीयों,अर्थश्रस्तियों]
scaining,स्कैनिंग,सैकाइंंग
mehman,मेहमान,मेहमान
rahegi,रहेगी,रहेगी
jamshedpur,जमशेदपुर,जमशेदपुर
tyauharon,त्यौहारों,त्यौहरों]
darshaana,दर्शाना,दर्शाना
beechbachaav,बीचबचाव,बीचबाचव
sulati,सुलाती,सुलती]
varshan,वर्शन,वर्षण
sudhaaratee,सुधारती,सुधारती
wasaamukt,वसामुक्त,वासामुक्
patil,पाटिल,पतिल]
jewaab,जेवाब,जेवाब
soto,सोटो,सोतो
dhtuen,धातुएं,ध्तुएं
dose,डोसे,दोसे
bhaagadaud,भागदौड,भागडौद
pagabadha,पगबाधा,पगबाड़
arushi,आरुषि,अरुषी
agusta,अगस्ता,अगुस्त
titan,टाइटन,तितान
equities,इक्विटीज,इक्विटीज
airtel,एयरटेल,एरिटल]
alaps,ऐल्प्स,अलैप्स
naksali,नक्सली,नक्साल
achivement,अचीवमेंट,अचीवमेंट
galaega,गलाएगा,गलागा]
foodon,फूडॉन,फूदों
rajnichi,राजनीचि,राजनीची
arya,आर्य,अर्य
streamwood,स्ट्रीमवुड,स्ट्रीमवुड
ghot,घोट,घोट
music,म्यूजिक,मुसिक]#
purkayastha,पुरकायस्थ,पुर्कायास
nora,नोरा,नोरा
tonic,टॉनिक,टोनिक
gujaarne,गुजारने,गुजारने
water,वाटर,वेटर
sunsaan,सूनसान,सुनसान
sirsa,सिरसा,सिरसा
tangirala,टेंगीरला,तंगीराला
hanson,हेनसन,हैनसन
varun,वरुण,वरुन
dreijer,ड्रेजर,ड्रेजर
doudaate,दौड़ाते,दौदाते]
sharabon,शराबों,शराबों
vyakteeyon,व्यक्तीयों,व्यक्तियों
saatseraa,सातसेरा,सात्सेर
darjano,दर्जनों,दरजनो]#
agniyaan,अग्नियां,अग्नियाँ
dhonaa,धोना,धोना
karyakartriyon,कार्यकर्त्रियों,कार्यकर्तियों]#
awasthaen,अवस्थाएं,आवस्थाएं
himamaanav,हिममानव,हिमानाम
two,टु,त्
ail,ऐल,एए
bandhuon,बंधुओं,बांधुओ
shraddhavanon,श्रद्धावानों,श्रध्वादानों
mariyo,मारियो,मरियो]
vyaghat,व्याघात,व्यघात]
michael,माईकल,मिचाल
adrgh,अद्र्घ,अद्रह्
vitthal,विट्ठल,विथ्तल
prarup,प्रारूप,प्रारुप
dhoondhti,ढूंढती,धूंधती
dubana,डुबाना,दुबाना
ladne,लडने,लडने
form,फार्म,फॉर्म
zuari,जुवारी,ज़ायूर
pariwarwale,परिवारवाले,परिवारवाले
peranormal,पैरानॉर्मल,पेरानोरमल]
bhuvneshvaprasad,भुवनेश्वप्रसाद,भुवनेश्वपरसाद]
iris,आईरिस,इरिस]
pratigyapoorn,प्रतिज्ञापूर्ण,प्रतिग्यपूर्ण]
lebalon,लेबलों,लेबालो
shreekrushnan,श्रीकृष्णन,श्रीक्रुष्
snikarse,स्नीकर्स,स्निकारा
kain,कईं,कै]
bhooswaami,भूस्वामी,भूस्वासा
karta,कटरा,क्रा
anyay,अन्याय,अन्याय
nokari,नोकरी,नोकार
precision,प्रिसिशन,प्रिसिका
chrom,क्रोम,क्रो]
jue,जुए,जुई
bowling,बोलिंग,बॉविंग
taapti,ताप्ती,तात्ती
catholicon,कैथोलिकों,कैैथोटिक]
nazarandaz,नजरंदाज,नानांरा
mulchand,मूलचंद,मुल्ला
sweccha,स्वेच्छा,स्वेचा]#
nanyaulaa,नन्यौला,नन्नाला
ghontana,घोंटना,घोंटान
advaitwad,अद्वैतवाद,अैड्वैवाट
underwood,अंडरवुड,उंडरवर]
lubhaavna,लुभावना,लुभानाव
petroselee,पेट्रोसेली,पेट्रोरी]#
amdi,आमदी,एम्ड
ropane,रोपने,रोपान
daisy,डेजी,डैसी
jababee,जबाबी,जबबी]
cup,कप,सी
phaade,फाड़े,फाहेड
ulahna,उलाहना,उलहनान
unnatiyon,उन्नतियों,नन्नानियो
molina,मोलिना,मोलिना
gaandchubhonachoosnachhote,गांडचुभोनाचूसनाछोटे,गांचबेडोंहोंचोंचो]#
han,हां,हां
pradarshan,प्रर्दशन,प्रर्दार
sarjuga,सरगुजा,सरजुगा
bidar,बीदर,बीड़
amargad,अमरगढ़,अमारार
juye,जुए,जुय
tonk,टोंक,टों]
devaapur,देवापुर,देवापुर
intelligence,इंटेलीजेंस,इइन्टीलेंन
neetiyon,नीतियों,नीतियो]
khanaudaa,खनौदा,खौनाड
porbandar,पोरबंदर,पोरबारा
sim,सिम,सीए
lagnesh,लग्नेश,लग्नेह
gaayikao,गायिकाओ,गाइबाका
prishthabhoomiyon,पृष्ठभूमियों,पृश्श्भाहिनो
moolchand,मूलचंद,मूलंंह
silchar,सिल्चर,सिल्रा
margarita,मार्गरिटा,मर्रारागा
udakishuganj,उदाकिशुनगंज,उदुकीजीक्ना
sirtee,सिरती,सिर्त
yamala,यमला,यामा
prashikshu,प्रशिक्षु,प्श्शिकाश
sierra,सिएरा,सिररा
aalhaa,आल्हा,अलहाल
peck,पेक,पीक
taskhir,तसखीर,तासी]
daka,डाका,डका]
nominate,नॉमिनेट,नोननीने
sapat,सपाट,सपाट
coimbatore,कोयम्बटूर,काइबोंटर]
koraput,कोरापुट,कोरोप]#
svayattshasan,स्वायत्तशासन,स्वात्त्सा]ा
vidyutikrit,विद्युतीकृत,विदितिक्तित
kikiyaanaa,किकियाना,किकिआना]
arunaai,अरुणाई,अरुनार
rigal,रीगल,रीआआ
diamond,डायमंड,डीैंआन
mridubhaashee,मृदुभाषी,म्रुभ्रा
walters,वाल्टर्स,वाल्टर्स
sutrapada,सूत्रपाडा,स्त्राउदा
keeti,कीति,कीती
zilaadhikaari,ज़िलाधिकारी,जिलाईनाकारी
mangesh,मंगेश,मंंेे
pension,पेंषन,ैन्सि
laganewale,लगनेवाले,लगानेनेल
jilavasiyon,जिलावासियों,जिलावाबायों
ploskee,प्लोस्की,प्ल्सीक]
eksath,एकसाथ,केसाथ
sekhar,सेखर,सेखर
dow,डीओडब्ल्यू,डो]#######
ardhawishwaas,अर्धविश्वास,अर्ध्धीवाशा
rajasthan,राजस्थान,रार्सां]
vikaskhand,विकासखण्ड,विकाकांड़
samshayon,संशयों,समशाशा
badhanaa,बढना,बाधा
classon,क्लासों,क्सैसान
ikhrul,उखरुल,िख्रा
furaame,फुरामे,फुरारा
ebaz,एबज,बीब
baataaya,बाताया,बाबात]
jushantan,जुशान्तान,जुशानानान
